package_name,version,application_type,Category
Cumulative Update for Windows 10 Version 1709 for x86 based Systems (KB4338825),"Jul. 17, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1703 for x64 based Systems (KB4338826),"July 17, 2018",Security,Office Productivity
Delta Update for Windows 10 Version 1703 for x64 based Systems (KB4338826),"Jul. 17, 2018",Security,Office Productivity
Delta Update for Windows 10 Version 1703 for x64-based Systems (KB4338826),"July 17, 2018",Security,Office Productivity
Delta Update for Windows 10 Version 1703 for x86-based Systems (KB4338826),"July 17, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1507 for x64-based Systems (KB4338829),"July 17, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1507 for x86 based Systems (KB4338829),"July 17, 2018",Security,Office Productivity
Security Update for Adobe Flash Player for Windows 10 Version 1709 for ARM64-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1803 for ARM64-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1703 for x64 based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows Server 2016 for x64 based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1803 for x64-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1507 for x64-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1709 for x64-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1507 for x86-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1703 for x86-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1803 for x86-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1709 for x86-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Security Update for Adobe Flash Player for Windows 10 Version 1607 for x86-based Systems (KB4338832),"July 17, 2018",Security,Data Science Tools
Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB4345418),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1607 for x86-based Systems (KB4345418),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1703 for x64-based Systems (KB4345419),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1703 for x86-based Systems (KB4345419),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1709 for ARM64-based Systems (KB4345420),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows Server 2016 (1709) for x64-based Systems (KB4345420),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1709 for x86-based Systems (KB4345420),"Jul.16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1803 for ARM64-based Systems (KB4345421),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows Server 2016 (1803) for x64-based Systems (KB4345421),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1803 for x86-based Systems (KB4345421),"Jul. 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1507 for x64-based Systems (KB4345455),"July 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1507 for x86-based Systems (KB4345455),"Jul. 16, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1607 for x64-based Systems (KB4346877),"July 30, 2018",Security,Office Productivity
Cumulative Update for Windows 10 Version 1607 for x86-based Systems (KB4346877),"July 30, 2018",Security,Office Productivity
iTunes COM for Windows SDK,9.1.0.80,Media Player,Office Productivity
FocusWriter,1.6.15,Utility,Office Productivity
Focus Writer,1.6.15,Utility,Office Productivity
Dell QuickSet Application,"Dec. 20, 2013",System Software,System Administration Tools
Dell Mobile Broadband Manager Application,"Dec. 18, 2013",System Software,System Administration Tools
IDT 92HD73C1 Audio A01,6.10.0.6104,System Software,System Administration Tools
Dell Remote Access Application,"Mar. 05, 2014",System Software,System Administration Tools
Phoenix Adamo Bios A08,03 Nov 2011,System Software,Scientific / Research Software
Intel Mobile Chipset 9.1.1.1015 A01,9.1.1.1015,System Software,System Administration Tools
"Phoenix Adamo Bios, A08",03 Nov 2011,System Software,Scientific / Research Software
Dell IN2020M Monitor Driver,20 Dec 2013,System Software,System Administration Tools
Intel Mobile Chipset A00,9.0.0.1007,System Software,System Administration Tools
"Dell 32 Bit Diagnostics (Graphical User Interface version), v.A1348A0/A0469, A1348A0",03 Nov 2011,System Software,System Administration Tools
Dell SX2210T Touch Monitor Driver,29 Sep 2017,System Software,System Administration Tools
Dell Wireless 5530 HSPA Mini-Card A11,R2J05,System Software,System Administration Tools
Broadcom Dell Wireless 705 GPS mini-Card A03,3.3.2_02,System Software,System Administration Tools
"Dell SX2210T Touch Monitor, A00-00",27 Sep 2017,System Software,System Administration Tools
Dell Wireless 5530 HSPA Mini-Card A02,5.2.1045.60,System Software,System Administration Tools
Synaptics Synaptics TouchPad A01,13.2.2.2,System Software,System Administration Tools
Dell Wireless 5530 HSPA Mini-Card Driver,05 Mar 2014,System Software,System Administration Tools
Dell Wireless 370 Bluetooth Minicard Application,08 Jan 2014,System Software,System Administration Tools
Creative Labs M09 Dell Webcam Driver A00,1.00.04.1021,System Software,System Administration Tools
"Intel Intel(R) WiFi Link 5300, Intel(R) WiFi Link 5100, Intel(R) WiFi Link 5000 Series WLAN Half-Mini Card A00",TIC157813,System Software,System Administration Tools
Broadcom BCM5784M A01,12.2.1,System Software,System Administration Tools
Synaptics Synaptics TouchPad A02,12.2.0,System Software,System Administration Tools
Optiarc BC-5600S 12.7mm SATA Slotload BD-Combo Firmware Update,05 Jun 2013,System Software,System Administration Tools
Dell Wireless 370 Bluetooth Minicard A13,6.2.0.6600,System Software,System Administration Tools
HLDS GS20N 9.5mm Slotload SATA DVDRW Firmware Update,"Dec. 13, 2013",System Software,System Administration Tools
"Intel Intel (R) WiFi Link 5300, Intel (R) WiFi Li nk 5100, Intel (R) WiFi Link 5000 Series WL AN Half-Mini Card A02",TIC153101,System Software,System Administration Tools
HLDS CA 10N 12.7mm SATA Slotload 4X BD-Combo Firmware Update,"Jun. 05, 2013",System Software,System Administration Tools
Microsoft ADAMO Kybrd Driver A01,6.1.7264.0,System Software,System Administration Tools
Optiarc BC-5600S 12.7MM SATA slotload BD-Combo Firmware Update,"June 05, 2013",System Software,System Administration Tools
Intel GM45 Video A02,15.15.64.1840,System Software,System Administration Tools
HLDS CA 10N 12.7mm SATA Slotload 4X BD-Combo Firmware Update,"June 05, 2013",System Software,System Administration Tools
Intel GM45 Video A01,15.12.2.1735,System Software,System Administration Tools
QuickTime SDK for Windows,7.3,Documentation,Office Productivity
Destiny 2,1.2.1.2 (5113834),Game,Kiosk / Public Access Software
Diablo III,2.6.1.50649,Game,Kiosk / Public Access Software
Hearthstone,11.2.0.24769,Game,Kiosk / Public Access Software
Hearthstone,11.4.0.25252,Game,Kiosk / Public Access Software
Heroes of the Storm,2.34.3.66182,Game,Kiosk / Public Access Software
Heroes of the Storm,2.35.0.66488,Game,Kiosk / Public Access Software
Overwatch,1.25.0.1.47946,Game,Kiosk / Public Access Software
StarCraft,1.21.5.4261,Game,Kiosk / Public Access Software
StarCraft II,4.4.0.65895,Game,Kiosk / Public Access Software
World of Warcraft,7.3.5.26972,Game,Kiosk / Public Access Software
Scanner Driver and Epson Scan 2 Utility ,6.4.8.1,System Software,System Administration Tools
Drivers and Utilities Combo Package ,"Apr. 17, 2018",System Software,System Administration Tools
Epson Software Updater,4.4.9,Scanner related,Office Productivity
Document Capture Pro ,2.01.07,Scanner related,Office Productivity
Dropbox Connector v1.00.01 for Document Capture Pro v2.xx ,2.xx,Scanner related,File Synchronization
FileBound Connector v1.0.1.5 for Document Capture Pro v1.00.01 ,1.00.01,Scanner related,Office Productivity
Firmware Updater ,1.02,firmware,Office Productivity
Scanner Driver and Epson Scan 2 Utility,6.4.8.1,Drivers and Utilities,System Administration Tools
Drivers and Utilities Combo Package,"Apr. 17, 2018",System Software,System Administration Tools
SharePoint Online Connector v1.0.1.5 for Document Capture Pro 1.05 or later,1.0.1.5,Scanner related,Office Productivity
Epson Software Updater v4.4.9,4.4.9,Scanner related,Office Productivity
FileBound Connector for Document Capture Pro v1.00.01,1.0.1.5,Scanner related,Office Productivity
Dropbox Connector v1.00.01 for Document Capture Pro v2.xx,"Jul. 11, 2017",Scanner related,File Synchronization
Dropbox Connector v1.00.01 for Document Capture Pro v1.xx,1.00.01,Scanner related,File Synchronization
Dropbox Connector v1.00.05 for Document Capture Pro v1.00.01,1.00.01,Scanner related,File Synchronization
Scanner Driver and Epson Scan 2 Utility ,6.2.9,System Software,System Administration Tools
Document Capture Pro,2.01.07,Scanner related,Office Productivity
FileBound Connector v.1.0.1.5 for Document Capture Pro v1.00.01,1.0.1.5,Scanner related,Office Productivity
Dropbox Connector v1.00.01 for Document Capture Pro v2.xx ,1.00.01,Scanner related,File Synchronization
And Yet it Moves - Demo,13087,Application**,Office Productivity
SEGA Mega Drive & Genesis Classics,2930325,Application**,Office Productivity
Dishonored,1514100,Game,Kiosk / Public Access Software
Starbound,1954648,Game,Kiosk / Public Access Software
Starbound,2208943,Game,Kiosk / Public Access Software
Vindictus,2988897,Game,Kiosk / Public Access Software
Dwarfs F2P,65190,Game,Kiosk / Public Access Software
DayZ,2988761,Game,Kiosk / Public Access Software
Just Cause 3,1227440,Game,Kiosk / Public Access Software
Heroes & Generals,3010349,Game,Kiosk / Public Access Software
Dungeon Defenders II,3010648,Game,Security Monitoring Tools
Rocket League,2989936,Game,Kiosk / Public Access Software
Kerbal Space Program,2176128,Game,Kiosk / Public Access Software
Insurgency,2748543,Game,Kiosk / Public Access Software
Euro Truck Simulator 2,2049509,Game,Kiosk / Public Access Software
War Thunder,2926765,Game,Kiosk / Public Access Software
Dying Light,2641776,Game,Kiosk / Public Access Software
Assetto Corsa,2426371,Game,Kiosk / Public Access Software
Space Engineers,2972254,Game,Kiosk / Public Access Software
Space Engineers,3012773,Game,Kiosk / Public Access Software
Driver Fusion Free,3016346,Application**,Office Productivity
Crypt of the NecroDancer,2194423,Game,Kiosk / Public Access Software
Rust,3000768,Game,Kiosk / Public Access Software
Darkest Dungeon®,2950144,Game,Kiosk / Public Access Software
Grand Theft Auto V,2075853,Game,Kiosk / Public Access Software
No Man's Sky,2981546,Game,Kiosk / Public Access Software
No Man's Sky,2997206,Game,Kiosk / Public Access Software
This War of Mine,2666400,Game,Kiosk / Public Access Software
BeamNG.drive,2982843,Game,Kiosk / Public Access Software
Tabletop Simulator,2940991,Game,Kiosk / Public Access Software
For Honor,2853058,Game,Kiosk / Public Access Software
For Honor,2956255,Game,Kiosk / Public Access Software
Battle Islands,2874707,Game,Kiosk / Public Access Software
The Way of Life Free Edition,2785114,Game,Kiosk / Public Access Software
Call of Duty: Black Ops III,2964653,Game,Kiosk / Public Access Software
Enter the Gungeon,2973710,Game,Kiosk / Public Access Software
Enter the Gungeon,2984460,Game,Kiosk / Public Access Software
Microsoft Flight Simulator X: Steam Edition,2979947,Game,Kiosk / Public Access Software
Car Mechanic Simulator 2015,1777483,Game,Kiosk / Public Access Software
Don't Starve Together,3001093,Game,Kiosk / Public Access Software
Dirty Bomb,2993087,Game,Kiosk / Public Access Software
VEGA Conflict,2998372,Game,Kiosk / Public Access Software
Pixel Puzzles Ultimate,2997220,Game,Kiosk / Public Access Software
Elite Dangerous,2952498,Game,Kiosk / Public Access Software
Tom Clancy's Rainbow Six Siege,2137217,Game,Kiosk / Public Access Software
ASTRONEER,2998418,Game,Kiosk / Public Access Software
Tom Clancy's The Division,2802346,Game,Kiosk / Public Access Software
Hollow Knight,2701782,Game,Kiosk / Public Access Software
Hollow Knight,3020087,Game,Kiosk / Public Access Software
Wyrmsun,2613466,Game,Kiosk / Public Access Software
Holodrive,2862168,Game,Kiosk / Public Access Software
Tree of Savior (English Ver.),3011414,Game,Kiosk / Public Access Software
Kingdom Come: Deliverance,2922114,Game,Kiosk / Public Access Software
Kingdom Come: Deliverance,2969384,Game,Kiosk / Public Access Software
Empyrion - Galactic Survival,2971626,Game,Kiosk / Public Access Software
Empyrion - Galactic Survival,2980480,Game,Kiosk / Public Access Software
SMITE,3017301,Game,Kiosk / Public Access Software
Faeria,3015066,Game,Kiosk / Public Access Software
Dishonored 2,2211454,Game,Kiosk / Public Access Software
HEX: Shards of Fate,2957477,Game,Kiosk / Public Access Software
Wallpaper Engine,2944073,Application**,Office Productivity
H1Z1: King of the Kill,2153223,Game,Kiosk / Public Access Software
Blood and Bacon,2338917,Game,Kiosk / Public Access Software
Divinity: Original Sin 2,2989383,Game,Scientific / Research Software
Cobalt Demo,2519928,Application**,Office Productivity
Paladins,3009096,Game,Kiosk / Public Access Software
Transport Fever,2785179,Game,Kiosk / Public Access Software
Farming Simulator 17,2531139,Game,Kiosk / Public Access Software
LuckCatchers,3011696,Game,Kiosk / Public Access Software
DRAGON BALL XENOVERSE 2,2634106,Game,Kiosk / Public Access Software
Tom Clancy's Ghost Recon® Wildlands,2937523,Game,Kiosk / Public Access Software
Tom Clancy's Ghost Recon® Wildlands,2988407,Game,Kiosk / Public Access Software
Darksiders Warmastered Edition,1938780,Game,Kiosk / Public Access Software
Call of Duty: WWII,2963450,Game,Kiosk / Public Access Software
ESEA,1227083,Application**,Office Productivity
The Elder Scrolls V: Skyrim Special Edition,2649336,Game,Kiosk / Public Access Software
Planet Coaster,2937949,Game,Kiosk / Public Access Software
